seic,seic_benefit,SEIC ERROR,health,health_benefit,Health ERROR,house,house_benefit,House ERROR,nutrition,nutrition_benefit,Nutrition ERROR,livelihood,livelihood_benefit,livelihood ERROR,education,education_benefit,Education ERROR,scheme1,scheme1_benefit,Scheme-1 ERROR,scheme2,scheme2_benefit,Scheme-2 ERROR
56,2800,No Error,58,72420,No Error,65,31836,No Error,55,621,No Error,11,14250,No Error,91,10527,No Error,48,Eligible,No Error,61,Eligible,No Error
73,23752,No Error,79,37745,No Error,45,48852,No Error,73,5837,No Error,86,63049,No Error,83,67961,No Error,47,Non-Eligible,No Error,87,Eligible,No Error
79,78268,No Error,80,41433,No Error,72,15399,No Error,74,59586,No Error,83,24598,No Error,87,30994,No Error,86,Non-Eligible,EOE,66,Eligible,No Error
61,50950,No Error,94,29267,No Error,78,43846,No Error,29,41510,No Error,24,58371,EOI,83,48126,No Error,70,Eligible,No Error,14,Non-Eligible,No Error
67,90191,No Error,78,666,EOE,49,31039,No Error,83,75468,No Error,90,10114,No Error,39,57337,No Error,88,Eligible,No Error,89,Eligible,No Error
46,90419,No Error,44,44261,No Error,31,38366,No Error,83,8854,EOE,1,4289,No Error,73,56964,No Error,31,Non-Eligible,No Error,24,Eligible,No Error
46,24616,No Error,67,49821,No Error,52,12854,No Error,41,21918,No Error,30,13162,No Error,43,74964,No Error,44,Non-Eligible,No Error,97,Non-Eligible,EOE
65,60026,No Error,97,20508,No Error,79,60273,No Error,39,77248,No Error,30,97641,No Error,80,51197,No Error,78,Non-Eligible,No Error,21,Non-Eligible,No Error
39,31451,No Error,24,59280,EOI,48,69671,No Error,70,50882,No Error,7,94343,EOI,48,23379,No Error,77,Non-Eligible,No Error,43,Eligible,No Error
47,47917,No Error,70,36274,No Error,33,11451,No Error,42,60751,No Error,21,1958,No Error,71,4581,No Error,33,Non-Eligible,No Error,52,Non-Eligible,No Error
50,25721,No Error,28,68088,No Error,86,33605,No Error,38,3191,No Error,7,98738,EOI,93,61381,No Error,71,Non-Eligible,No Error,42,Non-Eligible,No Error
55,35430,No Error,92,23419,No Error,65,6304,No Error,49,28944,No Error,2,78361,EOI,70,31442,No Error,76,Eligible,No Error,58,Non-Eligible,No Error
63,42532,No Error,39,77706,No Error,90,65192,No Error,30,64758,No Error,88,81845,No Error,72,53222,No Error,93,Eligible,No Error,32,Eligible,No Error
65,40209,No Error,57,967,No Error,36,57514,No Error,65,62466,No Error,91,92639,No Error,79,69261,No Error,98,Eligible,No Error,61,Non-Eligible,No Error
73,46615,No Error,60,74530,No Error,60,24060,No Error,78,66490,No Error,88,551,EOE,82,77531,No Error,50,Eligible,No Error,77,Non-Eligible,No Error
44,48881,No Error,22,66564,EOI,47,31861,No Error,43,34654,No Error,46,12014,No Error,64,52694,No Error,90,Non-Eligible,EOE,52,Eligible,No Error
48,4052,No Error,39,50224,No Error,63,30661,No Error,13,52509,EOI,88,6155,EOE,37,23296,No Error,55,Non-Eligible,No Error,68,Eligible,No Error
69,51968,No Error,80,9498,EOE,94,60472,No Error,72,1195,No Error,21,41916,EOI,81,29718,No Error,57,Non-Eligible,No Error,49,Non-Eligible,No Error
60,51483,No Error,21,22196,No Error,99,74162,No Error,29,23536,No Error,89,58628,No Error,62,14893,No Error,60,Eligible,No Error,74,Eligible,No Error
61,79101,No Error,59,69914,No Error,86,63355,No Error,93,67229,No Error,22,43087,EOI,49,45573,No Error,35,Eligible,No Error,95,Non-Eligible,EOE
64,98656,No Error,45,60962,No Error,86,63894,No Error,35,22371,No Error,68,63978,No Error,88,3956,EOE,34,Non-Eligible,No Error,20,Eligible,EOI
66,2386,No Error,44,66393,No Error,98,50017,No Error,68,54444,No Error,52,38342,No Error,72,37317,No Error,25,Eligible,No Error,74,Eligible,No Error
45,74039,No Error,30,71609,No Error,46,2119,No Error,20,61214,EOI,97,88507,No Error,33,16288,No Error,38,Non-Eligible,No Error,57,Non-Eligible,No Error
68,60958,No Error,52,21293,No Error,36,18609,No Error,81,40823,No Error,83,70325,No Error,91,52259,No Error,84,Non-Eligible,EOE,20,Non-Eligible,No Error
43,67042,No Error,21,45333,EOI,54,56582,No Error,42,70447,No Error,68,42825,No Error,34,11369,No Error,44,Eligible,No Error,83,Eligible,No Error
70,25947,No Error,92,77313,No Error,91,33366,No Error,10,31346,No Error,92,90400,No Error,66,25603,No Error,57,Eligible,No Error,95,Non-Eligible,EOE
56,60718,No Error,46,31992,No Error,96,34691,No Error,12,75514,EOI,88,80966,No Error,38,69748,No Error,55,Non-Eligible,No Error,34,Non-Eligible,No Error
73,68143,No Error,94,26608,No Error,92,69166,No Error,86,28079,No Error,39,52510,No Error,55,49860,No Error,47,Eligible,No Error,30,Eligible,No Error
61,3555,No Error,90,49373,No Error,65,65598,No Error,75,58685,No Error,30,67686,No Error,48,34194,No Error,72,Eligible,No Error,14,Non-Eligible,No Error
83,16525,EOE,87,67533,No Error,82,39675,No Error,81,79631,No Error,71,75188,No Error,95,27949,No Error,77,Eligible,No Error,71,Eligible,No Error
52,86657,No Error,71,72197,No Error,39,42992,No Error,61,74958,No Error,41,45227,No Error,50,25852,No Error,36,Eligible,No Error,34,Eligible,No Error
69,19430,No Error,89,12947,No Error,81,71759,No Error,79,34759,No Error,42,68628,No Error,56,22348,No Error,84,Non-Eligible,EOE,32,Eligible,No Error
70,79448,No Error,81,39784,No Error,75,46512,No Error,65,36043,No Error,79,92994,No Error,53,26461,No Error,78,Eligible,No Error,96,Non-Eligible,EOE
51,58737,No Error,67,33381,No Error,84,79654,No Error,64,7877,No Error,8,86965,EOI,34,25606,No Error,79,Eligible,No Error,84,Non-Eligible,EOE
66,10976,No Error,61,374,No Error,65,46329,No Error,99,33873,No Error,61,65662,No Error,48,61961,No Error,62,Eligible,No Error,38,Non-Eligible,No Error
65,26514,No Error,57,73650,No Error,36,20344,No Error,59,63778,No Error,90,65577,No Error,87,78154,No Error,72,Eligible,No Error,84,Non-Eligible,EOE
56,79055,No Error,53,29912,No Error,49,22895,No Error,39,5054,No Error,76,41945,No Error,67,27123,No Error,95,Non-Eligible,EOE,21,Eligible,No Error
73,9620,EOE,92,48681,No Error,49,4890,No Error,85,68722,No Error,75,55652,No Error,67,444,No Error,26,Eligible,No Error,63,Eligible,No Error
68,99750,No Error,92,41402,No Error,91,22152,No Error,49,15079,No Error,52,92356,No Error,58,72756,No Error,98,Eligible,No Error,39,Eligible,No Error
45,9041,No Error,53,65046,No Error,67,71823,No Error,34,37,No Error,25,50420,EOI,46,41146,No Error,28,Non-Eligible,No Error,72,Eligible,No Error
59,39182,No Error,30,5155,No Error,59,38204,No Error,77,20575,No Error,96,58510,No Error,34,30116,No Error,43,Non-Eligible,No Error,86,Non-Eligible,EOE
72,12527,EOE,59,71903,No Error,61,57505,No Error,71,18319,No Error,90,64450,No Error,82,69521,No Error,49,Eligible,No Error,34,Eligible,No Error
50,46818,No Error,40,68682,No Error,74,10698,No Error,16,54424,EOI,39,29039,No Error,84,28434,No Error,74,Eligible,No Error,81,Non-Eligible,EOE
65,46284,No Error,87,76312,No Error,39,34236,No Error,87,8209,EOE,47,60394,No Error,68,6409,No Error,22,Non-Eligible,No Error,54,Non-Eligible,No Error
58,15978,No Error,72,51281,No Error,79,33556,No Error,18,52602,EOI,44,56726,No Error,78,31095,No Error,53,Non-Eligible,No Error,21,Eligible,No Error
56,82600,No Error,79,72069,No Error,61,56740,No Error,54,19648,No Error,45,76378,No Error,45,66943,No Error,33,Non-Eligible,No Error,31,Eligible,No Error
56,98257,No Error,85,20762,No Error,58,20459,No Error,27,13780,No Error,47,40642,No Error,67,35378,No Error,44,Eligible,No Error,30,Eligible,No Error
72,98113,No Error,90,53883,No Error,100,78802,No Error,87,17641,No Error,46,75907,No Error,39,20508,No Error,93,Non-Eligible,EOE,100,Non-Eligible,EOE
40,23330,No Error,68,64926,No Error,33,60464,No Error,57,69798,No Error,1,25387,No Error,42,31926,No Error,20,Eligible,EOI,55,Eligible,No Error
59,73816,No Error,94,54214,No Error,80,14456,No Error,47,37998,No Error,3,27936,No Error,73,17853,No Error,34,Non-Eligible,No Error,63,Eligible,No Error
39,55537,No Error,27,29941,No Error,54,63345,No Error,29,51325,No Error,41,89391,No Error,48,60116,No Error,68,Eligible,No Error,98,Non-Eligible,EOE
49,14853,No Error,69,6527,No Error,46,78155,No Error,32,39508,No Error,61,45902,No Error,37,49057,No Error,75,Eligible,No Error,63,Eligible,No Error
48,48570,No Error,40,40020,No Error,71,50148,No Error,53,36761,No Error,9,16310,No Error,68,60975,No Error,22,Non-Eligible,No Error,73,Eligible,No Error
60,71491,No Error,57,42818,No Error,91,70394,No Error,40,55628,No Error,28,35741,No Error,85,28688,No Error,22,Eligible,No Error,79,Eligible,No Error
66,1904,No Error,98,32479,No Error,46,73805,No Error,62,58794,No Error,44,68039,No Error,80,31444,No Error,32,Non-Eligible,No Error,99,Eligible,No Error
71,86738,No Error,100,17945,No Error,64,49647,No Error,59,6560,No Error,85,66884,No Error,49,37872,No Error,62,Non-Eligible,No Error,84,Eligible,No Error
63,19510,No Error,26,79467,No Error,85,14344,No Error,100,73529,No Error,44,25751,No Error,60,10897,No Error,100,Non-Eligible,EOE,74,Non-Eligible,No Error
63,91945,No Error,33,2185,No Error,88,58059,No Error,61,57270,No Error,71,90152,No Error,65,5312,No Error,44,Non-Eligible,No Error,58,Non-Eligible,No Error
58,29776,No Error,76,54097,No Error,36,26872,No Error,20,21489,No Error,63,74977,No Error,98,13339,No Error,40,Eligible,No Error,44,Non-Eligible,No Error
44,9123,No Error,26,52712,No Error,66,5512,No Error,14,38351,No Error,61,45170,No Error,55,50494,No Error,94,Non-Eligible,EOE,40,Eligible,No Error
64,32532,No Error,95,67052,No Error,65,37569,No Error,72,74884,No Error,15,16805,No Error,75,42409,No Error,69,Eligible,No Error,48,Non-Eligible,No Error
37,46732,No Error,35,457,No Error,49,2903,No Error,24,2926,No Error,44,45589,No Error,33,8809,No Error,88,Eligible,No Error,77,Non-Eligible,No Error
59,68810,No Error,57,26139,No Error,64,51105,No Error,32,59124,No Error,76,75242,No Error,66,47316,No Error,49,Eligible,No Error,84,Eligible,No Error
53,29204,No Error,29,68993,No Error,44,23187,No Error,97,10903,No Error,61,50779,No Error,36,18526,No Error,49,Non-Eligible,No Error,26,Eligible,No Error
47,51461,No Error,23,26951,No Error,87,21015,No Error,54,70139,No Error,40,81301,No Error,33,622,No Error,88,Eligible,No Error,42,Non-Eligible,No Error
70,40231,No Error,58,57208,No Error,63,4323,No Error,71,39965,No Error,80,24007,No Error,82,53063,No Error,92,Non-Eligible,EOE,69,Non-Eligible,No Error
74,2608,EOE,92,48176,No Error,81,24801,No Error,43,53401,No Error,92,64116,No Error,65,53960,No Error,70,Non-Eligible,No Error,46,Non-Eligible,No Error
63,71972,No Error,53,6455,No Error,68,7080,No Error,97,65514,No Error,29,23437,No Error,69,26494,No Error,84,Eligible,No Error,97,Non-Eligible,EOE
67,49825,No Error,65,53822,No Error,95,8598,EOE,73,14676,No Error,50,23494,No Error,56,30473,No Error,20,Eligible,EOI,58,Non-Eligible,No Error
65,4218,No Error,36,31304,No Error,49,77415,No Error,77,12940,No Error,84,96408,No Error,82,78936,No Error,76,Eligible,No Error,52,Non-Eligible,No Error
49,1297,No Error,37,54994,No Error,47,44804,No Error,96,46206,No Error,31,3889,No Error,36,66484,No Error,22,Eligible,No Error,90,Eligible,No Error
65,67130,No Error,46,15690,No Error,39,23235,No Error,96,28545,No Error,75,71072,No Error,70,66036,No Error,84,Non-Eligible,EOE,18,Non-Eligible,No Error
54,58375,No Error,23,49474,EOI,96,50261,No Error,44,36724,No Error,29,44374,No Error,81,47443,No Error,24,Eligible,No Error,94,Non-Eligible,EOE
55,70414,No Error,99,39437,No Error,39,45978,No Error,56,15331,No Error,48,20711,No Error,35,15107,No Error,46,Non-Eligible,No Error,54,Eligible,No Error
44,90285,No Error,74,29940,No Error,61,75022,No Error,24,59282,EOI,25,39462,No Error,40,17896,No Error,22,Non-Eligible,No Error,15,Eligible,EOI
80,31366,No Error,67,11796,No Error,100,43616,No Error,85,25664,No Error,59,99187,No Error,89,79951,No Error,57,Non-Eligible,No Error,23,Non-Eligible,No Error
58,75779,No Error,90,52950,No Error,98,47269,No Error,18,29349,No Error,4,87458,EOI,80,40236,No Error,30,Eligible,No Error,15,Non-Eligible,No Error
39,12899,No Error,22,26759,No Error,93,78227,No Error,13,46607,EOI,6,6496,No Error,63,66808,No Error,55,Eligible,No Error,94,Non-Eligible,EOE
59,87084,No Error,87,53394,No Error,34,67736,No Error,23,17702,No Error,68,73754,No Error,85,35522,No Error,25,Eligible,No Error,11,Non-Eligible,No Error
70,65878,No Error,93,78239,No Error,76,14466,No Error,92,72266,No Error,42,25790,No Error,51,14421,No Error,49,Non-Eligible,No Error,83,Non-Eligible,EOE
53,68924,No Error,39,75597,No Error,98,57919,No Error,42,29668,No Error,10,94144,EOI,80,55379,No Error,53,Eligible,No Error,14,Eligible,EOI
50,86475,No Error,39,56111,No Error,97,5250,EOE,31,36635,No Error,17,85033,EOI,68,72666,No Error,55,Non-Eligible,No Error,21,Eligible,No Error
56,29146,No Error,30,31927,No Error,88,78962,No Error,55,38747,No Error,48,85086,No Error,59,15462,No Error,60,Eligible,No Error,73,Non-Eligible,No Error
37,37366,No Error,31,42774,No Error,47,35595,No Error,56,61612,No Error,0,6762,No Error,54,27779,No Error,95,Eligible,No Error,76,Non-Eligible,No Error
72,93892,No Error,92,11259,No Error,95,11319,No Error,52,5189,No Error,87,75606,No Error,35,16349,No Error,68,Non-Eligible,No Error,14,Non-Eligible,No Error
77,53885,No Error,90,44737,No Error,47,52884,No Error,76,22957,No Error,89,64450,No Error,84,77376,No Error,71,Non-Eligible,No Error,28,Eligible,No Error
38,25686,No Error,64,45291,No Error,58,24579,No Error,15,56283,EOI,11,89724,EOI,42,63871,No Error,28,Eligible,No Error,72,Eligible,No Error
48,84997,No Error,43,22150,No Error,31,56742,No Error,29,22061,No Error,86,89457,No Error,53,1306,No Error,93,Eligible,No Error,33,Eligible,No Error
64,66172,No Error,53,68546,No Error,63,43244,No Error,92,32990,No Error,42,85835,No Error,71,22791,No Error,53,Eligible,No Error,65,Eligible,No Error
53,61278,No Error,39,50783,No Error,79,5108,EOE,64,21910,No Error,12,94202,EOI,71,29790,No Error,79,Non-Eligible,No Error,20,Non-Eligible,No Error
49,63941,No Error,55,32486,No Error,57,43027,No Error,61,16319,No Error,30,5118,No Error,43,41061,No Error,34,Eligible,No Error,78,Non-Eligible,No Error
47,38860,No Error,78,71672,No Error,33,44730,No Error,10,55215,EOI,79,76081,No Error,39,78937,No Error,45,Eligible,No Error,18,Non-Eligible,No Error
60,71791,No Error,41,1815,No Error,64,14192,No Error,57,44165,No Error,94,51760,No Error,46,62238,No Error,46,Eligible,No Error,64,Non-Eligible,No Error
42,26937,No Error,47,24599,No Error,41,40209,No Error,19,53906,EOI,63,46349,No Error,42,27324,No Error,58,Non-Eligible,No Error,17,Eligible,EOI
37,84707,No Error,34,54312,No Error,52,71688,No Error,21,3307,No Error,40,30562,No Error,40,13799,No Error,35,Eligible,No Error,15,Eligible,EOI
56,22508,No Error,70,42457,No Error,37,5839,No Error,23,30571,No Error,93,33155,No Error,60,49455,No Error,32,Non-Eligible,No Error,30,Non-Eligible,No Error
46,66162,No Error,44,69399,No Error,70,35114,No Error,11,47866,EOI,32,39866,No Error,73,76557,No Error,73,Non-Eligible,No Error,82,Non-Eligible,EOE
59,73484,No Error,29,51484,No Error,48,77525,No Error,57,51653,No Error,81,85253,No Error,80,19062,No Error,34,Eligible,No Error,39,Eligible,No Error
71,73277,No Error,94,27351,No Error,48,17655,No Error,44,34772,No Error,83,18501,No Error,88,59491,No Error,87,Non-Eligible,EOE,42,Non-Eligible,No Error
70,94694,No Error,40,44077,No Error,82,56806,No Error,88,54516,No Error,77,54906,No Error,63,14524,No Error,100,Non-Eligible,EOE,53,Non-Eligible,No Error
48,74385,No Error,41,67274,No Error,73,41543,No Error,53,77287,No Error,11,31531,No Error,63,54614,No Error,48,Non-Eligible,No Error,35,Non-Eligible,No Error
47,39486,No Error,51,27174,No Error,44,79732,No Error,56,44286,No Error,28,27331,No Error,59,30376,No Error,93,Eligible,No Error,67,Eligible,No Error
52,14160,No Error,79,39998,No Error,33,9680,No Error,13,47400,EOI,97,73951,No Error,40,39937,No Error,73,Eligible,No Error,70,Eligible,No Error
50,68786,No Error,20,30959,No Error,44,9590,No Error,71,43579,No Error,66,18873,No Error,52,14199,No Error,100,Non-Eligible,EOE,33,Non-Eligible,No Error
46,96336,No Error,43,52199,No Error,84,58541,No Error,40,1728,No Error,30,57649,No Error,36,19400,No Error,63,Non-Eligible,No Error,49,Eligible,No Error
63,88404,No Error,90,77441,No Error,89,54423,No Error,33,43731,No Error,50,38632,No Error,57,48187,No Error,44,Non-Eligible,No Error,76,Eligible,No Error
65,9748,No Error,78,70693,No Error,55,64170,No Error,69,48040,No Error,25,1934,No Error,98,34909,No Error,20,Non-Eligible,No Error,45,Non-Eligible,No Error
63,96728,No Error,95,43965,No Error,87,41812,No Error,58,4092,No Error,0,66633,EOI,75,22304,No Error,99,Eligible,No Error,38,Non-Eligible,No Error
41,99385,No Error,24,30007,No Error,84,65185,No Error,52,7887,No Error,5,78729,EOI,43,53163,No Error,28,Eligible,No Error,78,Non-Eligible,No Error
67,38471,No Error,82,53983,No Error,39,24181,No Error,57,13360,No Error,68,48690,No Error,91,40974,No Error,70,Eligible,No Error,48,Non-Eligible,No Error
56,30194,No Error,45,6223,No Error,34,62786,No Error,49,14806,No Error,92,13086,No Error,61,18094,No Error,27,Non-Eligible,No Error,79,Eligible,No Error
60,34388,No Error,51,55273,No Error,56,78348,No Error,63,674,No Error,38,59800,No Error,94,11954,No Error,35,Non-Eligible,No Error,37,Eligible,No Error
51,84891,No Error,36,71248,No Error,92,15206,No Error,15,60147,EOI,29,23579,No Error,85,24378,No Error,26,Non-Eligible,No Error,12,Non-Eligible,No Error
74,51497,No Error,88,2822,EOE,80,59862,No Error,20,67272,EOI,88,14289,No Error,96,50094,No Error,100,Eligible,No Error,100,Non-Eligible,EOE
82,75067,No Error,56,58104,No Error,98,52130,No Error,78,32871,No Error,82,79411,No Error,99,36646,No Error,90,Eligible,No Error,71,Non-Eligible,No Error
62,6075,No Error,36,78168,No Error,74,13495,No Error,52,45501,No Error,51,51997,No Error,99,34049,No Error,99,Non-Eligible,EOE,65,Non-Eligible,No Error
61,98772,No Error,29,46624,No Error,91,65589,No Error,30,22190,No Error,77,74669,No Error,81,68162,No Error,39,Eligible,No Error,85,Eligible,No Error
71,42290,No Error,92,75042,No Error,67,59041,No Error,31,21036,No Error,85,7555,EOE,84,18534,No Error,94,Non-Eligible,EOE,12,Eligible,EOI
84,96594,No Error,89,47846,No Error,60,51234,No Error,92,28790,No Error,89,36247,No Error,91,32681,No Error,49,Eligible,No Error,45,Non-Eligible,No Error
50,36655,No Error,59,59816,No Error,74,11809,No Error,35,11923,No Error,26,74783,No Error,56,33023,No Error,63,Non-Eligible,No Error,36,Eligible,No Error
44,33538,No Error,47,32445,No Error,54,27092,No Error,23,28463,No Error,4,53342,EOI,95,2116,EOE,45,Eligible,No Error,19,Eligible,EOI
58,44996,No Error,87,75896,No Error,48,31736,No Error,60,41677,No Error,12,70071,EOI,87,78669,No Error,77,Eligible,No Error,67,Eligible,No Error
47,71009,No Error,35,36282,No Error,40,15535,No Error,53,20656,No Error,31,14975,No Error,79,40878,No Error,67,Eligible,No Error,95,Non-Eligible,EOE
54,21513,No Error,72,60295,No Error,73,23904,No Error,25,20289,No Error,63,80727,No Error,41,72534,No Error,39,Non-Eligible,No Error,50,Non-Eligible,No Error
47,52905,No Error,93,17674,No Error,30,64273,No Error,50,63797,No Error,10,83679,EOI,55,40166,No Error,66,Non-Eligible,No Error,12,Eligible,EOI
